fecha_id,fecha,año,trimestre,mes,nombre_mes,dia,nombre_dia_semana,numero_dia_semana,es_fin_semana,es_feriado,evento_comercial,semana_año
132,2024-05-11,2024,2,5,Mayo,11,Sábado,6,True,False,Día de la Madre,19
133,2024-05-12,2024,2,5,Mayo,12,Domingo,7,True,False,Día de la Madre,19
134,2024-05-13,2024,2,5,Mayo,13,Lunes,1,False,False,Día de la Madre,20
135,2024-05-14,2024,2,5,Mayo,14,Martes,2,False,False,Día de la Madre,20
136,2024-05-15,2024,2,5,Mayo,15,Miércoles,3,False,False,Día de la Madre,20
137,2024-05-16,2024,2,5,Mayo,16,Jueves,4,False,False,Normal,20
138,2024-05-17,2024,2,5,Mayo,17,Viernes,5,False,False,Normal,20
139,2024-05-18,2024,2,5,Mayo,18,Sábado,6,True,False,Normal,20
140,2024-05-19,2024,2,5,Mayo,19,Domingo,7,True,False,Normal,20
141,2024-05-20,2024,2,5,Mayo,20,Lunes,1,False,False,Normal,21
142,2024-05-21,2024,2,5,Mayo,21,Martes,2,False,True,Normal,21
143,2024-05-22,2024,2,5,Mayo,22,Miércoles,3,False,False,Normal,21
144,2024-05-23,2024,2,5,Mayo,23,Jueves,4,False,False,Normal,21
145,2024-05-24,2024,2,5,Mayo,24,Viernes,5,False,False,Normal,21
146,2024-05-25,2024,2,5,Mayo,25,Sábado,6,True,False,Normal,21
147,2024-05-26,2024,2,5,Mayo,26,Domingo,7,True,False,Normal,21
148,2024-05-27,2024,2,5,Mayo,27,Lunes,1,False,False,Normal,22
149,2024-05-28,2024,2,5,Mayo,28,Martes,2,False,False,Normal,22
150,2024-05-29,2024,2,5,Mayo,29,Miércoles,3,False,False,Normal,22
151,2024-05-30,2024,2,5,Mayo,30,Jueves,4,False,False,Normal,22
152,2024-05-31,2024,2,5,Mayo,31,Viernes,5,False,False,Normal,22
153,2024-06-01,2024,2,6,Junio,1,Sábado,6,True,False,Normal,22
154,2024-06-02,2024,2,6,Junio,2,Domingo,7,True,False,Normal,22
155,2024-06-03,2024,2,6,Junio,3,Lunes,1,False,False,CyberDay,23
156,2024-06-04,2024,2,6,Junio,4,Martes,2,False,False,CyberDay,23
157,2024-06-05,2024,2,6,Junio,5,Miércoles,3,False,False,CyberDay,23
158,2024-06-06,2024,2,6,Junio,6,Jueves,4,False,False,Normal,23
159,2024-06-07,2024,2,6,Junio,7,Viernes,5,False,False,Normal,23
160,2024-06-08,2024,2,6,Junio,8,Sábado,6,True,False,Normal,23
161,2024-06-09,2024,2,6,Junio,9,Domingo,7,True,False,Normal,23
162,2024-06-10,2024,2,6,Junio,10,Lunes,1,False,False,Normal,24
163,2024-06-11,2024,2,6,Junio,11,Martes,2,False,False,Normal,24
164,2024-06-12,2024,2,6,Junio,12,Miércoles,3,False,False,Normal,24
165,2024-06-13,2024,2,6,Junio,13,Jueves,4,False,False,Normal,24
166,2024-06-14,2024,2,6,Junio,14,Viernes,5,False,False,Día del Padre,24
167,2024-06-15,2024,2,6,Junio,15,Sábado,6,True,False,Día del Padre,24
168,2024-06-16,2024,2,6,Junio,16,Domingo,7,True,False,Día del Padre,24
169,2024-06-17,2024,2,6,Junio,17,Lunes,1,False,False,Día del Padre,25
170,2024-06-18,2024,2,6,Junio,18,Martes,2,False,False,Día del Padre,25
171,2024-06-19,2024,2,6,Junio,19,Miércoles,3,False,False,Normal,25
172,2024-06-20,2024,2,6,Junio,20,Jueves,4,False,True,Normal,25
173,2024-06-21,2024,2,6,Junio,21,Viernes,5,False,False,Normal,25
174,2024-06-22,2024,2,6,Junio,22,Sábado,6,True,False,Normal,25
175,2024-06-23,2024,2,6,Junio,23,Domingo,7,True,False,Normal,25
176,2024-06-24,2024,2,6,Junio,24,Lunes,1,False,False,Normal,26
177,2024-06-25,2024,2,6,Junio,25,Martes,2,False,False,Normal,26
178,2024-06-26,2024,2,6,Junio,26,Miércoles,3,False,False,Normal,26
179,2024-06-27,2024,2,6,Junio,27,Jueves,4,False,False,Normal,26
180,2024-06-28,2024,2,6,Junio,28,Viernes,5,False,False,Normal,26
181,2024-06-29,2024,2,6,Junio,29,Sábado,6,True,False,Normal,26
182,2024-06-30,2024,2,6,Junio,30,Domingo,7,True,False,Normal,26
183,2024-07-01,2024,3,7,Julio,1,Lunes,1,False,False,Normal,27
184,2024-07-02,2024,3,7,Julio,2,Martes,2,False,False,Normal,27
185,2024-07-03,2024,3,7,Julio,3,Miércoles,3,False,False,Normal,27
186,2024-07-04,2024,3,7,Julio,4,Jueves,4,False,False,Normal,27
187,2024-07-05,2024,3,7,Julio,5,Viernes,5,False,False,Normal,27
188,2024-07-06,2024,3,7,Julio,6,Sábado,6,True,False,Normal,27
189,2024-07-07,2024,3,7,Julio,7,Domingo,7,True,False,Normal,27
190,2024-07-08,2024,3,7,Julio,8,Lunes,1,False,False,Normal,28
191,2024-07-09,2024,3,7,Julio,9,Martes,2,False,False,Normal,28
192,2024-07-10,2024,3,7,Julio,10,Miércoles,3,False,False,Normal,28
193,2024-07-11,2024,3,7,Julio,11,Jueves,4,False,False,Normal,28
194,2024-07-12,2024,3,7,Julio,12,Viernes,5,False,False,Normal,28
195,2024-07-13,2024,3,7,Julio,13,Sábado,6,True,False,Normal,28
196,2024-07-14,2024,3,7,Julio,14,Domingo,7,True,False,Normal,28
197,2024-07-15,2024,3,7,Julio,15,Lunes,1,False,False,Normal,29
198,2024-07-16,2024,3,7,Julio,16,Martes,2,False,True,Normal,29
199,2024-07-17,2024,3,7,Julio,17,Miércoles,3,False,False,Normal,29
200,2024-07-18,2024,3,7,Julio,18,Jueves,4,False,False,Normal,29
201,2024-07-19,2024,3,7,Julio,19,Viernes,5,False,False,Normal,29
202,2024-07-20,2024,3,7,Julio,20,Sábado,6,True,False,Normal,29
203,2024-07-21,2024,3,7,Julio,21,Domingo,7,True,False,Normal,29
204,2024-07-22,2024,3,7,Julio,22,Lunes,1,False,False,Normal,30
205,2024-07-23,2024,3,7,Julio,23,Martes,2,False,False,Normal,30
206,2024-07-24,2024,3,7,Julio,24,Miércoles,3,False,False,Normal,30
207,2024-07-25,2024,3,7,Julio,25,Jueves,4,False,False,Normal,30
208,2024-07-26,2024,3,7,Julio,26,Viernes,5,False,False,Normal,30
209,2024-07-27,2024,3,7,Julio,27,Sábado,6,True,False,Normal,30
210,2024-07-28,2024,3,7,Julio,28,Domingo,7,True,False,Normal,30
211,2024-07-29,2024,3,7,Julio,29,Lunes,1,False,False,Normal,31
212,2024-07-30,2024,3,7,Julio,30,Martes,2,False,False,Normal,31
213,2024-07-31,2024,3,7,Julio,31,Miércoles,3,False,False,Normal,31
214,2024-08-01,2024,3,8,Agosto,1,Jueves,4,False,False,Normal,31
215,2024-08-02,2024,3,8,Agosto,2,Viernes,5,False,False,Normal,31
216,2024-08-03,2024,3,8,Agosto,3,Sábado,6,True,False,Normal,31
217,2024-08-04,2024,3,8,Agosto,4,Domingo,7,True,False,Normal,31
218,2024-08-05,2024,3,8,Agosto,5,Lunes,1,False,False,Normal,32
219,2024-08-06,2024,3,8,Agosto,6,Martes,2,False,False,Normal,32
220,2024-08-07,2024,3,8,Agosto,7,Miércoles,3,False,False,Normal,32
221,2024-08-08,2024,3,8,Agosto,8,Jueves,4,False,False,Normal,32
222,2024-08-09,2024,3,8,Agosto,9,Viernes,5,False,False,Normal,32
223,2024-08-10,2024,3,8,Agosto,10,Sábado,6,True,False,Normal,32
224,2024-08-11,2024,3,8,Agosto,11,Domingo,7,True,False,Normal,32
225,2024-08-12,2024,3,8,Agosto,12,Lunes,1,False,False,Normal,33
226,2024-08-13,2024,3,8,Agosto,13,Martes,2,False,False,Normal,33
227,2024-08-14,2024,3,8,Agosto,14,Miércoles,3,False,False,Normal,33
228,2024-08-15,2024,3,8,Agosto,15,Jueves,4,False,True,Normal,33
229,2024-08-16,2024,3,8,Agosto,16,Viernes,5,False,False,Normal,33
230,2024-08-17,2024,3,8,Agosto,17,Sábado,6,True,False,Normal,33
231,2024-08-18,2024,3,8,Agosto,18,Domingo,7,True,False,Normal,33
232,2024-08-19,2024,3,8,Agosto,19,Lunes,1,False,False,Normal,34
233,2024-08-20,2024,3,8,Agosto,20,Martes,2,False,False,Normal,34
234,2024-08-21,2024,3,8,Agosto,21,Miércoles,3,False,False,Normal,34
235,2024-08-22,2024,3,8,Agosto,22,Jueves,4,False,False,Normal,34
236,2024-08-23,2024,3,8,Agosto,23,Viernes,5,False,False,Normal,34
237,2024-08-24,2024,3,8,Agosto,24,Sábado,6,True,False,Normal,34
238,2024-08-25,2024,3,8,Agosto,25,Domingo,7,True,False,Normal,34
239,2024-08-26,2024,3,8,Agosto,26,Lunes,1,False,False,Normal,35
240,2024-08-27,2024,3,8,Agosto,27,Martes,2,False,False,Normal,35
241,2024-08-28,2024,3,8,Agosto,28,Miércoles,3,False,False,Normal,35
242,2024-08-29,2024,3,8,Agosto,29,Jueves,4,False,False,Normal,35
243,2024-08-30,2024,3,8,Agosto,30,Viernes,5,False,False,Normal,35
244,2024-08-31,2024,3,8,Agosto,31,Sábado,6,True,False,Normal,35
245,2024-09-01,2024,3,9,Septiembre,1,Domingo,7,True,False,Normal,35
246,2024-09-02,2024,3,9,Septiembre,2,Lunes,1,False,False,Normal,36
247,2024-09-03,2024,3,9,Septiembre,3,Martes,2,False,False,Normal,36
248,2024-09-04,2024,3,9,Septiembre,4,Miércoles,3,False,False,Normal,36
249,2024-09-05,2024,3,9,Septiembre,5,Jueves,4,False,False,Normal,36
250,2024-09-06,2024,3,9,Septiembre,6,Viernes,5,False,False,Normal,36
251,2024-09-07,2024,3,9,Septiembre,7,Sábado,6,True,False,Normal,36
252,2024-09-08,2024,3,9,Septiembre,8,Domingo,7,True,False,Normal,36
253,2024-09-09,2024,3,9,Septiembre,9,Lunes,1,False,False,Normal,37
254,2024-09-10,2024,3,9,Septiembre,10,Martes,2,False,False,Normal,37
255,2024-09-11,2024,3,9,Septiembre,11,Miércoles,3,False,False,Normal,37
256,2024-09-12,2024,3,9,Septiembre,12,Jueves,4,False,False,Normal,37
257,2024-09-13,2024,3,9,Septiembre,13,Viernes,5,False,False,Normal,37
258,2024-09-14,2024,3,9,Septiembre,14,Sábado,6,True,False,Normal,37
259,2024-09-15,2024,3,9,Septiembre,15,Domingo,7,True,False,Fiestas Patrias,37
260,2024-09-16,2024,3,9,Septiembre,16,Lunes,1,False,False,Fiestas Patrias,38
261,2024-09-17,2024,3,9,Septiembre,17,Martes,2,False,False,Fiestas Patrias,38
262,2024-09-18,2024,3,9,Septiembre,18,Miércoles,3,False,True,Fiestas Patrias,38
263,2024-09-19,2024,3,9,Septiembre,19,Jueves,4,False,True,Fiestas Patrias,38
264,2024-09-20,2024,3,9,Septiembre,20,Viernes,5,False,True,Fiestas Patrias,38
265,2024-09-21,2024,3,9,Septiembre,21,Sábado,6,True,False,Normal,38
266,2024-09-22,2024,3,9,Septiembre,22,Domingo,7,True,False,Normal,38
267,2024-09-23,2024,3,9,Septiembre,23,Lunes,1,False,False,Normal,39
268,2024-09-24,2024,3,9,Septiembre,24,Martes,2,False,False,Normal,39
269,2024-09-25,2024,3,9,Septiembre,25,Miércoles,3,False,False,Normal,39
270,2024-09-26,2024,3,9,Septiembre,26,Jueves,4,False,False,Normal,39
271,2024-09-27,2024,3,9,Septiembre,27,Viernes,5,False,False,Normal,39
272,2024-09-28,2024,3,9,Septiembre,28,Sábado,6,True,False,Normal,39
273,2024-09-29,2024,3,9,Septiembre,29,Domingo,7,True,False,Normal,39
274,2024-09-30,2024,3,9,Septiembre,30,Lunes,1,False,False,Normal,40
275,2024-10-01,2024,4,10,Octubre,1,Martes,2,False,False,Normal,40
276,2024-10-02,2024,4,10,Octubre,2,Miércoles,3,False,False,Normal,40
277,2024-10-03,2024,4,10,Octubre,3,Jueves,4,False,False,Normal,40
278,2024-10-04,2024,4,10,Octubre,4,Viernes,5,False,False,Normal,40
279,2024-10-05,2024,4,10,Octubre,5,Sábado,6,True,False,Normal,40
280,2024-10-06,2024,4,10,Octubre,6,Domingo,7,True,False,Normal,40
281,2024-10-07,2024,4,10,Octubre,7,Lunes,1,False,False,CyberMonday,41
282,2024-10-08,2024,4,10,Octubre,8,Martes,2,False,False,CyberMonday,41
283,2024-10-09,2024,4,10,Octubre,9,Miércoles,3,False,False,CyberMonday,41
284,2024-10-10,2024,4,10,Octubre,10,Jueves,4,False,False,Normal,41
285,2024-10-11,2024,4,10,Octubre,11,Viernes,5,False,False,Normal,41
286,2024-10-12,2024,4,10,Octubre,12,Sábado,6,True,True,Normal,41
287,2024-10-13,2024,4,10,Octubre,13,Domingo,7,True,False,Normal,41
288,2024-10-14,2024,4,10,Octubre,14,Lunes,1,False,False,Normal,42
289,2024-10-15,2024,4,10,Octubre,15,Martes,2,False,False,Normal,42
290,2024-10-16,2024,4,10,Octubre,16,Miércoles,3,False,False,Normal,42
291,2024-10-17,2024,4,10,Octubre,17,Jueves,4,False,False,Normal,42
292,2024-10-18,2024,4,10,Octubre,18,Viernes,5,False,False,Normal,42
293,2024-10-19,2024,4,10,Octubre,19,Sábado,6,True,False,Normal,42
294,2024-10-20,2024,4,10,Octubre,20,Domingo,7,True,False,Normal,42
295,2024-10-21,2024,4,10,Octubre,21,Lunes,1,False,False,Normal,43
296,2024-10-22,2024,4,10,Octubre,22,Martes,2,False,False,Normal,43
297,2024-10-23,2024,4,10,Octubre,23,Miércoles,3,False,False,Normal,43
298,2024-10-24,2024,4,10,Octubre,24,Jueves,4,False,False,Normal,43
299,2024-10-25,2024,4,10,Octubre,25,Viernes,5,False,False,Normal,43
300,2024-10-26,2024,4,10,Octubre,26,Sábado,6,True,False,Normal,43
301,2024-10-27,2024,4,10,Octubre,27,Domingo,7,True,False,Normal,43
302,2024-10-28,2024,4,10,Octubre,28,Lunes,1,False,False,Normal,44
303,2024-10-29,2024,4,10,Octubre,29,Martes,2,False,False,Normal,44
304,2024-10-30,2024,4,10,Octubre,30,Miércoles,3,False,False,Normal,44
305,2024-10-31,2024,4,10,Octubre,31,Jueves,4,False,True,Normal,44
306,2024-11-01,2024,4,11,Noviembre,1,Viernes,5,False,True,Normal,44
307,2024-11-02,2024,4,11,Noviembre,2,Sábado,6,True,False,Normal,44
308,2024-11-03,2024,4,11,Noviembre,3,Domingo,7,True,False,Normal,44
309,2024-11-04,2024,4,11,Noviembre,4,Lunes,1,False,False,Normal,45
310,2024-11-05,2024,4,11,Noviembre,5,Martes,2,False,False,Normal,45
311,2024-11-06,2024,4,11,Noviembre,6,Miércoles,3,False,False,Normal,45
312,2024-11-07,2024,4,11,Noviembre,7,Jueves,4,False,False,Normal,45
313,2024-11-08,2024,4,11,Noviembre,8,Viernes,5,False,False,Normal,45
314,2024-11-09,2024,4,11,Noviembre,9,Sábado,6,True,False,Normal,45
315,2024-11-10,2024,4,11,Noviembre,10,Domingo,7,True,False,Normal,45
316,2024-11-11,2024,4,11,Noviembre,11,Lunes,1,False,False,Normal,46
317,2024-11-12,2024,4,11,Noviembre,12,Martes,2,False,False,Normal,46
318,2024-11-13,2024,4,11,Noviembre,13,Miércoles,3,False,False,Normal,46
319,2024-11-14,2024,4,11,Noviembre,14,Jueves,4,False,False,Normal,46
320,2024-11-15,2024,4,11,Noviembre,15,Viernes,5,False,False,Normal,46
321,2024-11-16,2024,4,11,Noviembre,16,Sábado,6,True,False,Normal,46
322,2024-11-17,2024,4,11,Noviembre,17,Domingo,7,True,False,Normal,46
323,2024-11-18,2024,4,11,Noviembre,18,Lunes,1,False,False,Normal,47
324,2024-11-19,2024,4,11,Noviembre,19,Martes,2,False,False,Normal,47
325,2024-11-20,2024,4,11,Noviembre,20,Miércoles,3,False,False,Normal,47
326,2024-11-21,2024,4,11,Noviembre,21,Jueves,4,False,False,Normal,47
327,2024-11-22,2024,4,11,Noviembre,22,Viernes,5,False,False,Normal,47
328,2024-11-23,2024,4,11,Noviembre,23,Sábado,6,True,False,Normal,47
329,2024-11-24,2024,4,11,Noviembre,24,Domingo,7,True,False,Normal,47
330,2024-11-25,2024,4,11,Noviembre,25,Lunes,1,False,False,Normal,48
331,2024-11-26,2024,4,11,Noviembre,26,Martes,2,False,False,Normal,48
332,2024-11-27,2024,4,11,Noviembre,27,Miércoles,3,False,False,Normal,48
333,2024-11-28,2024,4,11,Noviembre,28,Jueves,4,False,False,Normal,48
334,2024-11-29,2024,4,11,Noviembre,29,Viernes,5,False,False,Black Friday,48
335,2024-11-30,2024,4,11,Noviembre,30,Sábado,6,True,False,Black Friday,48
336,2024-12-01,2024,4,12,Diciembre,1,Domingo,7,True,False,Normal,48
337,2024-12-02,2024,4,12,Diciembre,2,Lunes,1,False,False,Normal,49
338,2024-12-03,2024,4,12,Diciembre,3,Martes,2,False,False,Normal,49
339,2024-12-04,2024,4,12,Diciembre,4,Miércoles,3,False,False,Normal,49
340,2024-12-05,2024,4,12,Diciembre,5,Jueves,4,False,False,Normal,49
341,2024-12-06,2024,4,12,Diciembre,6,Viernes,5,False,False,Normal,49
342,2024-12-07,2024,4,12,Diciembre,7,Sábado,6,True,False,Normal,49
