fecha_id,fecha,uf,dolar,euro,ipc_mensual,utm,tasa_desempleo,imacec
61,2024-03-01,36865.37,969.91,1047.53,0.4,64793,8.68,0.8
62,2024-03-02,36874.24,969.91,1047.53,0.4,64793,8.68,0.8
63,2024-03-03,36883.11,969.91,1047.53,0.4,64793,8.68,0.8
64,2024-03-04,36891.98,966.41,1047.14,0.4,64793,8.68,0.8
65,2024-03-05,36900.86,971.92,1055.4,0.4,64793,8.68,0.8
66,2024-03-06,36909.73,976.36,1060.34,0.4,64793,8.68,0.8
67,2024-03-07,36918.61,981.26,1070.19,0.4,64793,8.68,0.8
68,2024-03-08,36927.49,983.8,1075.9,0.4,64793,8.68,0.8
69,2024-03-09,36936.38,983.8,1075.9,0.4,64793,8.68,0.8
70,2024-03-10,36943.51,983.8,1075.9,0.4,64793,8.68,0.8
71,2024-03-11,36950.64,964.95,1055.74,0.4,64793,8.68,0.8
72,2024-03-12,36957.77,966.29,1055.82,0.4,64793,8.68,0.8
73,2024-03-13,36964.9,965.18,1053.81,0.4,64793,8.68,0.8
74,2024-03-14,36972.04,948.88,1039.64,0.4,64793,8.68,0.8
75,2024-03-15,36979.17,945.56,1029.24,0.4,64793,8.68,0.8
76,2024-03-16,36986.31,945.56,1029.24,0.4,64793,8.68,0.8
77,2024-03-17,36993.44,945.56,1029.24,0.4,64793,8.68,0.8
78,2024-03-18,37000.58,941.42,1024.73,0.4,64793,8.68,0.8
79,2024-03-19,37007.72,945.11,1027.41,0.4,64793,8.68,0.8
80,2024-03-20,37014.87,962.06,1045.04,0.4,64793,8.68,0.8
81,2024-03-21,37022.01,975.91,1060.2,0.4,64793,8.68,0.8
82,2024-03-22,37029.16,971.54,1054.99,0.4,64793,8.68,0.8
83,2024-03-23,37036.3,971.54,1054.99,0.4,64793,8.68,0.8
84,2024-03-24,37043.45,971.54,1054.99,0.4,64793,8.68,0.8
85,2024-03-25,37050.6,980.24,1059.26,0.4,64793,8.68,0.8
86,2024-03-26,37057.75,977.76,1059.44,0.4,64793,8.68,0.8
87,2024-03-27,37064.9,981.71,1063.38,0.4,64793,8.68,0.8
88,2024-03-28,37072.05,982.38,1062.84,0.4,64793,8.68,0.8
89,2024-03-29,37079.21,982.38,1062.84,0.4,64793,8.68,0.8
90,2024-03-30,37086.36,982.38,1062.84,0.4,64793,8.68,0.8
91,2024-03-31,37093.52,982.38,1062.84,0.4,64793,8.68,0.8
92,2024-04-01,37100.68,981.71,1060.05,0.5,65182,8.52,3.5
93,2024-04-02,37107.84,982.59,1055.3,0.5,65182,8.52,3.5
94,2024-04-03,37115.0,979.96,1055.08,0.5,65182,8.52,3.5
95,2024-04-04,37122.16,962.83,1042.93,0.5,65182,8.52,3.5
96,2024-04-05,37129.33,942.72,1023.81,0.5,65182,8.52,3.5
97,2024-04-06,37136.49,942.72,1023.81,0.5,65182,8.52,3.5
98,2024-04-07,37143.66,942.72,1023.81,0.5,65182,8.52,3.5
99,2024-04-08,37150.83,948.92,1028.19,0.5,65182,8.52,3.5
100,2024-04-09,37158.0,946.71,1028.03,0.5,65182,8.52,3.5
101,2024-04-10,37162.94,940.61,1020.74,0.5,65182,8.52,3.5
102,2024-04-11,37167.89,953.51,1024.4,0.5,65182,8.52,3.5
103,2024-04-12,37172.84,957.03,1026.86,0.5,65182,8.52,3.5
104,2024-04-13,37177.78,957.03,1026.86,0.5,65182,8.52,3.5
105,2024-04-14,37182.73,957.03,1026.86,0.5,65182,8.52,3.5
106,2024-04-15,37187.68,964.59,1026.71,0.5,65182,8.52,3.5
107,2024-04-16,37192.63,978.07,1039.39,0.5,65182,8.52,3.5
108,2024-04-17,37197.58,985.05,1046.7,0.5,65182,8.52,3.5
109,2024-04-18,37202.53,974.97,1040.52,0.5,65182,8.52,3.5
110,2024-04-19,37207.48,968.44,1031.02,0.5,65182,8.52,3.5
111,2024-04-20,37212.43,968.44,1031.02,0.5,65182,8.52,3.5
112,2024-04-21,37217.38,968.44,1031.02,0.5,65182,8.52,3.5
113,2024-04-22,37222.33,956.32,1018.55,0.5,65182,8.52,3.5
114,2024-04-23,37227.29,953.75,1016.47,0.5,65182,8.52,3.5
115,2024-04-24,37232.24,950.77,1017.85,0.5,65182,8.52,3.5
116,2024-04-25,37237.2,954.58,1020.61,0.5,65182,8.52,3.5
117,2024-04-26,37242.15,948.61,1017.6,0.5,65182,8.52,3.5
118,2024-04-27,37247.11,948.61,1017.6,0.5,65182,8.52,3.5
119,2024-04-28,37252.06,948.61,1017.6,0.5,65182,8.52,3.5
120,2024-04-29,37257.02,947.68,1014.0,0.5,65182,8.52,3.5
121,2024-04-30,37261.98,943.62,1011.6,0.5,65182,8.52,3.5
122,2024-05-01,37266.94,943.62,1011.6,0.3,65443,8.31,1.1
123,2024-05-02,37271.9,954.25,1019.06,0.3,65443,8.31,1.1
124,2024-05-03,37276.86,954.36,1023.44,0.3,65443,8.31,1.1
125,2024-05-04,37281.82,954.36,1023.44,0.3,65443,8.31,1.1
126,2024-05-05,37286.78,954.36,1023.44,0.3,65443,8.31,1.1
127,2024-05-06,37291.74,938.29,1010.22,0.3,65443,8.31,1.1
128,2024-05-07,37296.7,930.17,1002.12,0.3,65443,8.31,1.1
129,2024-05-08,37301.67,934.29,1004.5,0.3,65443,8.31,1.1
130,2024-05-09,37306.63,936.76,1006.4,0.3,65443,8.31,1.1
131,2024-05-10,37312.63,930.99,1003.44,0.3,65443,8.31,1.1
132,2024-05-11,37318.64,930.99,1003.44,0.3,65443,8.31,1.1
133,2024-05-12,37324.64,930.99,1003.44,0.3,65443,8.31,1.1
134,2024-05-13,37330.65,922.0,993.11,0.3,65443,8.31,1.1
135,2024-05-14,37336.65,922.1,994.93,0.3,65443,8.31,1.1
136,2024-05-15,37342.66,916.87,992.07,0.3,65443,8.31,1.1
137,2024-05-16,37348.67,909.06,988.65,0.3,65443,8.31,1.1
138,2024-05-17,37354.68,901.53,979.82,0.3,65443,8.31,1.1
139,2024-05-18,37360.69,901.53,979.82,0.3,65443,8.31,1.1
140,2024-05-19,37366.7,901.53,979.82,0.3,65443,8.31,1.1
141,2024-05-20,37372.71,897.11,975.54,0.3,65443,8.31,1.1
142,2024-05-21,37378.73,897.11,975.54,0.3,65443,8.31,1.1
143,2024-05-22,37384.74,886.79,963.38,0.3,65443,8.31,1.1
144,2024-05-23,37390.76,904.67,979.19,0.3,65443,8.31,1.1
145,2024-05-24,37396.77,908.95,982.33,0.3,65443,8.31,1.1
146,2024-05-25,37402.79,908.95,982.33,0.3,65443,8.31,1.1
147,2024-05-26,37408.81,908.95,982.33,0.3,65443,8.31,1.1
148,2024-05-27,37414.83,903.17,979.9,0.3,65443,8.31,1.1
149,2024-05-28,37420.85,900.28,977.5,0.3,65443,8.31,1.1
150,2024-05-29,37426.87,898.13,975.27,0.3,65443,8.31,1.1
151,2024-05-30,37432.89,907.67,981.16,0.3,65443,8.31,1.1
152,2024-05-31,37438.91,917.98,994.78,0.3,65443,8.31,1.1
153,2024-06-01,37444.94,917.98,994.78,-0.1,65770,8.35,0.1
154,2024-06-02,37450.96,917.98,994.78,-0.1,65770,8.35,0.1
155,2024-06-03,37456.99,916.77,994.33,-0.1,65770,8.35,0.1
156,2024-06-04,37463.01,907.94,989.04,-0.1,65770,8.35,0.1
157,2024-06-05,37469.04,905.37,985.28,-0.1,65770,8.35,0.1
158,2024-06-06,37475.07,906.25,985.16,-0.1,65770,8.35,0.1
159,2024-06-07,37481.1,910.45,991.45,-0.1,65770,8.35,0.1
160,2024-06-08,37487.13,910.45,991.45,-0.1,65770,8.35,0.1
161,2024-06-09,37493.16,910.45,991.45,-0.1,65770,8.35,0.1
162,2024-06-10,37496.9,916.84,990.54,-0.1,65770,8.35,0.1
163,2024-06-11,37500.65,923.24,993.37,-0.1,65770,8.35,0.1
164,2024-06-12,37504.39,924.18,992.89,-0.1,65770,8.35,0.1
165,2024-06-13,37508.14,914.86,990.22,-0.1,65770,8.35,0.1
166,2024-06-14,37511.88,919.49,987.42,-0.1,65770,8.35,0.1
167,2024-06-15,37515.63,919.49,987.42,-0.1,65770,8.35,0.1
168,2024-06-16,37519.38,919.49,987.42,-0.1,65770,8.35,0.1
169,2024-06-17,37523.12,928.47,993.12,-0.1,65770,8.35,0.1
170,2024-06-18,37526.87,938.68,1007.6,-0.1,65770,8.35,0.1
171,2024-06-19,37530.62,934.91,1003.66,-0.1,65770,8.35,0.1
172,2024-06-20,37534.36,934.91,1003.66,-0.1,65770,8.35,0.1
173,2024-06-21,37538.11,927.92,996.8,-0.1,65770,8.35,0.1
174,2024-06-22,37541.86,927.92,996.8,-0.1,65770,8.35,0.1
175,2024-06-23,37545.61,927.92,996.8,-0.1,65770,8.35,0.1
176,2024-06-24,37549.36,937.34,1002.5,-0.1,65770,8.35,0.1
177,2024-06-25,37553.11,941.72,1010.65,-0.1,65770,8.35,0.1
178,2024-06-26,37556.86,942.31,1009.76,-0.1,65770,8.35,0.1
179,2024-06-27,37560.61,947.78,1012.26,-0.1,65770,8.35,0.1
180,2024-06-28,37564.36,951.02,1018.11,-0.1,65770,8.35,0.1
181,2024-06-29,37568.11,951.02,1018.11,-0.1,65770,8.35,0.1
182,2024-06-30,37571.86,951.02,1018.11,-0.1,65770,8.35,0.1
183,2024-07-01,37575.61,944.34,1011.83,0.7,65967,8.68,4.2
184,2024-07-02,37579.36,943.89,1012.54,0.7,65967,8.68,4.2
185,2024-07-03,37583.12,946.99,1017.18,0.7,65967,8.68,4.2
186,2024-07-04,37586.87,939.57,1012.9,0.7,65967,8.68,4.2
187,2024-07-05,37590.62,936.55,1012.6,0.7,65967,8.68,4.2
188,2024-07-06,37594.38,936.55,1012.6,0.7,65967,8.68,4.2
189,2024-07-07,37598.13,936.55,1012.6,0.7,65967,8.68,4.2
190,2024-07-08,37601.88,933.51,1011.17,0.7,65967,8.68,4.2
191,2024-07-09,37605.64,939.17,1016.86,0.7,65967,8.68,4.2
192,2024-07-10,37604.43,932.31,1007.9,0.7,65967,8.68,4.2
193,2024-07-11,37603.21,918.86,994.33,0.7,65967,8.68,4.2
194,2024-07-12,37602.0,908.92,987.53,0.7,65967,8.68,4.2
195,2024-07-13,37600.79,908.92,987.53,0.7,65967,8.68,4.2
196,2024-07-14,37599.57,908.92,987.53,0.7,65967,8.68,4.2
197,2024-07-15,37598.36,910.14,992.52,0.7,65967,8.68,4.2
198,2024-07-16,37597.15,910.14,992.52,0.7,65967,8.68,4.2
199,2024-07-17,37595.93,910.79,992.58,0.7,65967,8.68,4.2
200,2024-07-18,37594.72,921.91,1008.21,0.7,65967,8.68,4.2
201,2024-07-19,37593.51,940.15,1024.69,0.7,65967,8.68,4.2
202,2024-07-20,37592.29,940.15,1024.69,0.7,65967,8.68,4.2
203,2024-07-21,37591.08,940.15,1024.69,0.7,65967,8.68,4.2
204,2024-07-22,37589.87,943.77,1026.84,0.7,65967,8.68,4.2
205,2024-07-23,37588.65,949.1,1033.43,0.7,65967,8.68,4.2
206,2024-07-24,37587.44,946.69,1027.45,0.7,65967,8.68,4.2
207,2024-07-25,37586.23,948.79,1028.5,0.7,65967,8.68,4.2
208,2024-07-26,37585.01,947.39,1027.87,0.7,65967,8.68,4.2
209,2024-07-27,37583.8,947.39,1027.87,0.7,65967,8.68,4.2
210,2024-07-28,37582.59,947.39,1027.87,0.7,65967,8.68,4.2
211,2024-07-29,37581.37,950.29,1031.91,0.7,65967,8.68,4.2
212,2024-07-30,37580.16,956.63,1035.31,0.7,65967,8.68,4.2
213,2024-07-31,37578.95,956.58,1034.36,0.7,65967,8.68,4.2
214,2024-08-01,37577.74,943.78,1020.96,0.3,65901,8.9,2.3
215,2024-08-02,37576.52,938.94,1012.77,0.3,65901,8.9,2.3
216,2024-08-03,37575.31,938.94,1012.77,0.3,65901,8.9,2.3
217,2024-08-04,37574.1,938.94,1012.77,0.3,65901,8.9,2.3
218,2024-08-05,37572.88,951.11,1037.88,0.3,65901,8.9,2.3
219,2024-08-06,37571.67,957.57,1048.93,0.3,65901,8.9,2.3
220,2024-08-07,37570.46,947.18,1035.28,0.3,65901,8.9,2.3
221,2024-08-08,37569.25,943.96,1030.86,0.3,65901,8.9,2.3
222,2024-08-09,37568.03,937.18,1022.79,0.3,65901,8.9,2.3
223,2024-08-10,37576.48,937.18,1022.79,0.3,65901,8.9,2.3
224,2024-08-11,37584.94,937.18,1022.79,0.3,65901,8.9,2.3
225,2024-08-12,37593.4,932.62,1018.26,0.3,65901,8.9,2.3
226,2024-08-13,37601.86,931.96,1018.65,0.3,65901,8.9,2.3
227,2024-08-14,37610.32,932.28,1024.71,0.3,65901,8.9,2.3
228,2024-08-15,37618.79,932.28,1024.71,0.3,65901,8.9,2.3
229,2024-08-16,37627.25,931.39,1025.76,0.3,65901,8.9,2.3
230,2024-08-17,37635.72,931.39,1025.76,0.3,65901,8.9,2.3
231,2024-08-18,37644.19,931.39,1025.76,0.3,65901,8.9,2.3
232,2024-08-19,37652.66,933.84,1028.46,0.3,65901,8.9,2.3
233,2024-08-20,37661.13,929.36,1029.88,0.3,65901,8.9,2.3
234,2024-08-21,37669.61,922.58,1025.89,0.3,65901,8.9,2.3
235,2024-08-22,37678.09,918.97,1026.09,0.3,65901,8.9,2.3
236,2024-08-23,37686.57,919.94,1021.81,0.3,65901,8.9,2.3
237,2024-08-24,37695.05,919.94,1021.81,0.3,65901,8.9,2.3
238,2024-08-25,37703.53,919.94,1021.81,0.3,65901,8.9,2.3
239,2024-08-26,37712.02,911.01,1019.71,0.3,65901,8.9,2.3
240,2024-08-27,37720.5,907.35,1013.01,0.3,65901,8.9,2.3
241,2024-08-28,37728.99,907.32,1015.01,0.3,65901,8.9,2.3
242,2024-08-29,37737.48,912.08,1013.42,0.3,65901,8.9,2.3
243,2024-08-30,37745.97,917.38,1016.37,0.3,65901,8.9,2.3
244,2024-08-31,37754.47,917.38,1016.37,0.3,65901,8.9,2.3
245,2024-09-01,37762.97,917.38,1016.37,0.1,66362,8.74,0.0
246,2024-09-02,37771.46,913.99,1010.27,0.1,66362,8.74,0.0
247,2024-09-03,37779.96,915.14,1013.11,0.1,66362,8.74,0.0
248,2024-09-04,37788.47,926.22,1021.87,0.1,66362,8.74,0.0
249,2024-09-05,37796.97,937.86,1038.49,0.1,66362,8.74,0.0
250,2024-09-06,37805.48,941.54,1045.92,0.1,66362,8.74,0.0
251,2024-09-07,37813.98,941.54,1045.92,0.1,66362,8.74,0.0
252,2024-09-08,37822.49,941.54,1045.92,0.1,66362,8.74,0.0
253,2024-09-09,37831.01,943.18,1045.31,0.1,66362,8.74,0.0
254,2024-09-10,37834.79,946.22,1045.55,0.1,66362,8.74,0.0
255,2024-09-11,37838.57,948.85,1046.03,0.1,66362,8.74,0.0
256,2024-09-12,37842.34,943.44,1039.49,0.1,66362,8.74,0.0
257,2024-09-13,37846.12,933.57,1031.34,0.1,66362,8.74,0.0
258,2024-09-14,37849.9,933.57,1031.34,0.1,66362,8.74,0.0
259,2024-09-15,37853.68,933.57,1031.34,0.1,66362,8.74,0.0
260,2024-09-16,37857.46,925.61,1025.72,0.1,66362,8.74,0.0
261,2024-09-17,37861.24,923.37,1026.99,0.1,66362,8.74,0.0
262,2024-09-18,37865.02,923.37,1026.99,0.1,66362,8.74,0.0
263,2024-09-19,37868.8,923.37,1026.99,0.1,66362,8.74,0.0
264,2024-09-20,37872.58,923.37,1026.99,0.1,66362,8.74,0.0
265,2024-09-21,37876.37,923.37,1026.99,0.1,66362,8.74,0.0
266,2024-09-22,37880.15,923.37,1026.99,0.1,66362,8.74,0.0
267,2024-09-23,37883.93,927.15,1030.51,0.1,66362,8.74,0.0
268,2024-09-24,37887.71,924.81,1028.71,0.1,66362,8.74,0.0
269,2024-09-25,37891.5,911.51,1017.08,0.1,66362,8.74,0.0
270,2024-09-26,37895.28,912.24,1015.52,0.1,66362,8.74,0.0
271,2024-09-27,37899.07,900.91,1006.83,0.1,66362,8.74,0.0
272,2024-09-28,37902.85,900.91,1006.83,0.1,66362,8.74,0.0
273,2024-09-29,37906.63,900.91,1006.83,0.1,66362,8.74,0.0
274,2024-09-30,37910.42,896.25,1000.17,0.1,66362,8.74,0.0
275,2024-10-01,37914.2,897.68,1001.43,1.0,66561,8.58,2.3
276,2024-10-02,37917.99,901.13,996.38,1.0,66561,8.58,2.3
277,2024-10-03,37921.78,908.23,1003.35,1.0,66561,8.58,2.3
278,2024-10-04,37925.56,919.49,1014.55,1.0,66561,8.58,2.3
279,2024-10-05,37929.35,919.49,1014.55,1.0,66561,8.58,2.3
280,2024-10-06,37933.14,919.49,1014.55,1.0,66561,8.58,2.3
281,2024-10-07,37936.93,923.74,1012.87,1.0,66561,8.58,2.3
282,2024-10-08,37940.71,925.86,1016.98,1.0,66561,8.58,2.3
283,2024-10-09,37944.5,933.62,1024.27,1.0,66561,8.58,2.3
284,2024-10-10,37945.72,934.84,1022.58,1.0,66561,8.58,2.3
285,2024-10-11,37946.95,931.26,1016.44,1.0,66561,8.58,2.3
286,2024-10-12,37948.17,931.26,1016.44,1.0,66561,8.58,2.3
287,2024-10-13,37949.39,931.26,1016.44,1.0,66561,8.58,2.3
288,2024-10-14,37950.62,926.07,1013.43,1.0,66561,8.58,2.3
289,2024-10-15,37951.84,928.37,1011.96,1.0,66561,8.58,2.3
290,2024-10-16,37953.06,937.29,1020.24,1.0,66561,8.58,2.3
291,2024-10-17,37954.29,941.3,1022.6,1.0,66561,8.58,2.3
292,2024-10-18,37955.51,945.01,1022.96,1.0,66561,8.58,2.3
293,2024-10-19,37956.74,945.01,1022.96,1.0,66561,8.58,2.3
294,2024-10-20,37957.96,945.01,1022.96,1.0,66561,8.58,2.3
295,2024-10-21,37959.18,946.99,1028.55,1.0,66561,8.58,2.3
296,2024-10-22,37960.41,954.39,1032.44,1.0,66561,8.58,2.3
297,2024-10-23,37961.63,949.0,1025.17,1.0,66561,8.58,2.3
298,2024-10-24,37962.86,948.2,1021.22,1.0,66561,8.58,2.3
299,2024-10-25,37964.08,945.29,1022.82,1.0,66561,8.58,2.3
300,2024-10-26,37965.3,945.29,1022.82,1.0,66561,8.58,2.3
301,2024-10-27,37966.53,945.29,1022.82,1.0,66561,8.58,2.3
302,2024-10-28,37967.75,949.34,1025.65,1.0,66561,8.58,2.3
303,2024-10-29,37968.98,945.88,1023.02,1.0,66561,8.58,2.3
304,2024-10-30,37970.2,950.89,1027.43,1.0,66561,8.58,2.3
305,2024-10-31,37971.42,950.89,1027.43,1.0,66561,8.58,2.3
306,2024-11-01,37972.65,950.89,1027.43,0.2,66628,8.22,2.1
307,2024-11-02,37973.87,950.89,1027.43,0.2,66628,8.22,2.1
308,2024-11-03,37975.1,950.89,1027.43,0.2,66628,8.22,2.1
309,2024-11-04,37976.32,961.29,1044.09,0.2,66628,8.22,2.1
310,2024-11-05,37977.55,956.54,1041.3,0.2,66628,8.22,2.1
311,2024-11-06,37978.77,954.9,1043.26,0.2,66628,8.22,2.1
312,2024-11-07,37980.0,968.6,1039.94,0.2,66628,8.22,2.1
313,2024-11-08,37981.22,950.99,1026.99,0.2,66628,8.22,2.1
314,2024-11-09,37982.44,950.99,1026.99,0.2,66628,8.22,2.1
315,2024-11-10,37995.04,950.99,1026.99,0.2,66628,8.22,2.1
316,2024-11-11,38007.64,963.09,1030.26,0.2,66628,8.22,2.1
317,2024-11-12,38020.25,980.47,1044.28,0.2,66628,8.22,2.1
318,2024-11-13,38032.87,983.76,1042.78,0.2,66628,8.22,2.1
319,2024-11-14,38045.48,981.61,1037.42,0.2,66628,8.22,2.1
320,2024-11-15,38058.1,975.44,1030.03,0.2,66628,8.22,2.1
321,2024-11-16,38070.73,975.44,1030.03,0.2,66628,8.22,2.1
322,2024-11-17,38083.36,975.44,1030.03,0.2,66628,8.22,2.1
323,2024-11-18,38095.99,974.51,1028.29,0.2,66628,8.22,2.1
324,2024-11-19,38108.63,976.86,1034.04,0.2,66628,8.22,2.1
325,2024-11-20,38121.27,973.21,1029.96,0.2,66628,8.22,2.1
326,2024-11-21,38133.92,972.68,1024.2,0.2,66628,8.22,2.1
327,2024-11-22,38146.57,971.29,1017.91,0.2,66628,8.22,2.1
328,2024-11-23,38159.22,971.29,1017.91,0.2,66628,8.22,2.1
329,2024-11-24,38171.88,971.29,1017.91,0.2,66628,8.22,2.1
330,2024-11-25,38184.54,982.08,1022.36,0.2,66628,8.22,2.1
331,2024-11-26,38197.21,976.89,1023.78,0.2,66628,8.22,2.1
332,2024-11-27,38209.88,975.06,1020.9,0.2,66628,8.22,2.1
333,2024-11-28,38222.56,975.41,1031.74,0.2,66628,8.22,2.1
334,2024-11-29,38235.24,977.32,1031.25,0.2,66628,8.22,2.1
335,2024-11-30,38247.92,977.32,1031.25,0.2,66628,8.22,2.1
336,2024-12-01,38260.61,977.32,1031.25,-0.2,67294,8.08,6.6
337,2024-12-02,38273.3,977.66,1031.72,-0.2,67294,8.08,6.6
338,2024-12-03,38286.0,979.1,1026.96,-0.2,67294,8.08,6.6
339,2024-12-04,38298.7,972.75,1023.19,-0.2,67294,8.08,6.6
340,2024-12-05,38311.4,974.37,1026.52,-0.2,67294,8.08,6.6
341,2024-12-06,38324.11,971.65,1026.46,-0.2,67294,8.08,6.6
342,2024-12-07,38336.83,971.65,1026.46,-0.2,67294,8.08,6.6
343,2024-12-08,38349.54,971.65,1026.46,-0.2,67294,8.08,6.6
344,2024-12-09,38362.26,971.62,1025.56,-0.2,67294,8.08,6.6
345,2024-12-10,38364.73,969.92,1025.18,-0.2,67294,8.08,6.6
346,2024-12-11,38367.21,972.43,1022.1,-0.2,67294,8.08,6.6
347,2024-12-12,38369.68,975.81,1024.15,-0.2,67294,8.08,6.6
348,2024-12-13,38372.15,975.67,1024.76,-0.2,67294,8.08,6.6
349,2024-12-14,38374.62,975.67,1024.76,-0.2,67294,8.08,6.6
350,2024-12-15,38377.1,975.67,1024.76,-0.2,67294,8.08,6.6
351,2024-12-16,38379.57,983.25,1031.96,-0.2,67294,8.08,6.6
352,2024-12-17,38382.05,989.93,1040.5,-0.2,67294,8.08,6.6
353,2024-12-18,38384.52,990.87,1040.83,-0.2,67294,8.08,6.6
354,2024-12-19,38386.99,988.44,1035.34,-0.2,67294,8.08,6.6
355,2024-12-20,38389.47,996.35,1032.92,-0.2,67294,8.08,6.6
356,2024-12-21,38391.94,996.35,1032.92,-0.2,67294,8.08,6.6
357,2024-12-22,38394.42,996.35,1032.92,-0.2,67294,8.08,6.6
358,2024-12-23,38396.89,991.18,1034.2,-0.2,67294,8.08,6.6
359,2024-12-24,38399.37,992.78,1032.96,-0.2,67294,8.08,6.6
360,2024-12-25,38401.84,992.78,1032.96,-0.2,67294,8.08,6.6
361,2024-12-26,38404.32,989.07,1027.61,-0.2,67294,8.08,6.6
362,2024-12-27,38406.79,990.95,1031.81,-0.2,67294,8.08,6.6
363,2024-12-28,38409.27,990.95,1031.81,-0.2,67294,8.08,6.6
364,2024-12-29,38411.74,990.95,1031.81,-0.2,67294,8.08,6.6
365,2024-12-30,38414.22,992.12,1033.57,-0.2,67294,8.08,6.6
366,2024-12-31,38416.69,992.12,1033.57,-0.2,67294,8.08,6.6
